global_id,ID,название,IsNetObject,OperatingCompany,TypeObject,округ,район,адрес,телефон,SeatsCount,SocialPrivileges,Longitude_WGS84,Latitude_WGS84,geoData
878846532,00169946,VANI,нет,,ресторан,Центральный,Красносельский,"город Москва, Орликов переулок, дом 6",(499) 975-31-41,40,нет,37.6487587062146080,55.7709464013940280,"{type=Point, coordinates=[37.64875870621461, 55.77094640139403]}"
878846553,00169972,Kitchen,нет,,ресторан,Северный,Хорошёвский,"город Москва, улица Гризодубовой, дом 4, корпус 4",(499) 154-34-58,45,нет,37.5213185686448650,55.7857078136925040,"{type=Point, coordinates=[37.521318568644865, 55.785707813692504]}"
878846606,00169646,Ракия Бар,нет,,ресторан,Центральный,Мещанский,"город Москва, Рождественский бульвар, дом 20, строение 1",(495) 628-19-44,20,нет,37.6299922672842020,55.7662580251768180,"{type=Point, coordinates=[37.6299922672842, 55.76625802517682]}"
878846623,00170087,KULINARI,нет,,ресторан,Западный,Раменки,"город Москва, Мичуринский проспект, дом 7",(499) 136-47-47,44,нет,37.5095460300400490,55.7026545011303260,"{type=Point, coordinates=[37.50954603004005, 55.702654501130326]}"
878846659,00170207,KFC,да,KFC,ресторан,Центральный,Тверской,"город Москва, Манежная площадь, дом 1, строение 2",(903) 537-88-51,15,нет,37.6146039399168690,55.7557804956663650,"{type=Point, coordinates=[37.61460393991687, 55.755780495666365]}"
878846671,00170243,ПЕКАРНЯ ФРАНСУА,нет,,ресторан,Центральный,Хамовники,"город Москва, Комсомольский проспект, дом 24, строение 1",(499) 922-85-28,30,нет,37.5802539466729830,55.7282946752161760,"{type=Point, coordinates=[37.58025394667298, 55.728294675216176]}"
878846680,00170246,Prosecco Bar Pr11,нет,,ресторан,Центральный,Мещанский,"город Москва, улица Сретенка, дом 7",(967) 062-96-69,30,нет,37.6314013061605340,55.7674419892726480,"{type=Point, coordinates=[37.631401306160534, 55.76744198927265]}"
878846736,00170286,Ресторан «Паприколли»,нет,,ресторан,Центральный,Пресненский,"город Москва, улица Красина, дом 27, строение 1",(499) 254-97-97,45,нет,37.5849691859411120,55.7695363675898860,"{type=Point, coordinates=[37.58496918594111, 55.769536367589886]}"
878846798,00170329,"Есть хинкали, пить вино",нет,,ресторан,Центральный,Хамовники,"город Москва, улица Остоженка, дом 19, строение 1",(495) 975-55-35,40,нет,37.5984486890280750,55.7408903507638130,"{type=Point, coordinates=[37.598448689028075, 55.74089035076381]}"
878846978,00170567,Мясо - огонь,нет,,ресторан,Центральный,Красносельский,"город Москва, Садовая-Спасская улица, дом 19, корпус 1",(965) 198-57-77,34,нет,37.6474283219091670,55.7695898725966470,"{type=Point, coordinates=[37.64742832190917, 55.76958987259665]}"
878847007,00170607,Лермонтов,нет,,ресторан,Центральный,Красносельский,"город Москва, Садовая-Спасская улица, дом 21/1",(495) 782-05-29,70,нет,37.6492010069006470,55.7694325634548780,"{type=Point, coordinates=[37.64920100690065, 55.76943256345488]}"
878847057,00170640,Ноян Тун,нет,,ресторан,Центральный,Тверской,"город Москва, Никольская улица, дом 10",(495) 258-90-15,18,нет,37.6245171795368310,55.7579949838799680,"{type=Point, coordinates=[37.62451717953683, 55.75799498387997]}"
878847080,00170686,KFC,да,KFC,ресторан,Юго-Восточный,Южнопортовый,"город Москва, Шарикоподшипниковская улица, дом 13, строение 1",(926) 287-11-00,40,нет,37.6777204467995760,55.7173892161991870,"{type=Point, coordinates=[37.677720446799576, 55.71738921619919]}"
878847413,00171075,Ресторан Legend,нет,,ресторан,Западный,Внуково,"город Москва, 2-я Рейсовая улица, дом 2",нет телефона,202,нет,37.2915643110076900,55.6029449915261940,"{type=Point, coordinates=[37.29156431100769, 55.60294499152619]}"
878847563,00171116,EATALY,нет,,ресторан,Западный,Дорогомилово,"город Москва, Киевская улица, дом 2",(985) 411-41-21,920,нет,37.5460000000000000,55.7387000000000000,"{type=Point, coordinates=[37.546, 55.7387]}"
878847587,00171142,SALON,нет,,ресторан,Западный,Дорогомилово,"город Москва, Кутузовский проспект, дом 12, строение 2",(963) 992-93-95,100,нет,37.5576078972886830,55.7505832138735040,"{type=Point, coordinates=[37.55760789728868, 55.750583213873504]}"
878847710,00171217,Eshak,нет,,ресторан,Центральный,Арбат,"город Москва, улица Новый Арбат, дом 21",(925) 333-21-21,287,нет,37.5854989850007970,55.7519932476776460,"{type=Point, coordinates=[37.5854989850008, 55.751993247677646]}"
878847834,00171459,Pioppo Albero,нет,,ресторан,Северный,Хорошёвский,"город Москва, Ходынский бульвар, дом 2",(499) 199-75-43,28,нет,37.5245480000000000,55.7912930000000000,"{type=Point, coordinates=[37.524548, 55.791293]}"
878847988,00171658,Магадан,нет,,ресторан,Центральный,Якиманка,"город Москва, Берсеневский переулок, дом 3/10, строение 8",(495) 114-56-55,120,нет,37.6096745148004030,55.7418076742061360,"{type=Point, coordinates=[37.6096745148004, 55.741807674206136]}"
878848139,00172114,Гамбринус,да,Гамбринус,ресторан,Центральный,Таганский,"город Москва, Марксистская улица, дом 20, строение 1",(495) 540-56-96,165,нет,37.6597016408458390,55.7384554307661660,"{type=Point, coordinates=[37.65970164084584, 55.738455430766166]}"
878848176,00172171,Officina,нет,,ресторан,Центральный,Басманный,"город Москва, Большой Спасоглинищевский переулок, дом 9/1, строение 16А",(999) 966-13-66,40,нет,37.6369345971848900,55.7544553623688090,"{type=Point, coordinates=[37.63693459718489, 55.75445536236881]}"
878848255,00171702,Рестобар 1-7,нет,,ресторан,Центральный,Замоскворечье,"город Москва, Татарская улица, дом 1/7",(910) 418-88-47,50,нет,37.6375797525969560,55.7355355940078780,"{type=Point, coordinates=[37.637579752596956, 55.73553559400788]}"
878848277,00171729,Larionov Grill & Bar,нет,,ресторан,Новомосковский,поселение Московский,"город Москва, город Московский, 3-й микрорайон, дом 21",(916) 528-11-88,120,нет,37.3763506772701890,55.5892420718717520,"{type=Point, coordinates=[37.37635067727019, 55.58924207187175]}"
878848304,00171761,Бейгл,нет,,ресторан,Центральный,Басманный,"город Москва, Большой Спасоглинищевский переулок, дом 10, строение 1",(925) 589-40-87,30,нет,37.6349820000000080,55.7553917572358340,"{type=Point, coordinates=[37.63498200000001, 55.755391757235834]}"
878848331,00171448,Razdevalka bar,нет,,ресторан,Центральный,Красносельский,"город Москва, Сретенский бульвар, дом 6/1, строение 2",(495) 235-45-55,42,нет,37.6346949594071490,55.7657036292906700,"{type=Point, coordinates=[37.63469495940715, 55.76570362929067]}"
878848486,00172349,Ресторан Сычуань,нет,,ресторан,Западный,Раменки,"город Москва, Мичуринский проспект, дом 7, корпус 1",(495) 241-19-89,230,нет,37.5115408050285880,55.7014495882766810,"{type=Point, coordinates=[37.51154080502859, 55.70144958827668]}"
878848523,00172551,Ресторан Le restaurant,нет,,ресторан,Центральный,Пресненский,"город Москва, 2-я Звенигородская улица, дом 13, строение 1",(495) 258-58-08,86,нет,37.5545718197977370,55.7626324529574900,"{type=Point, coordinates=[37.55457181979774, 55.76263245295749]}"
878848684,00172802,HERITAGE,нет,,ресторан,Северный,Аэропорт,"город Москва, Ленинградский проспект, дом 36, строение 33",(495) 479-12-34,90,нет,37.5600809009120060,55.7906546500456740,"{type=Point, coordinates=[37.560080900912006, 55.790654650045674]}"
878849412,00107499,Ресторан «ASSUNTA MADRE»,нет,,ресторан,Центральный,Пресненский,"город Москва, Поварская улица, дом 52/55, строение 2",(495) 646-84-36,100,нет,37.5867431422292380,55.7575540097643480,"{type=Point, coordinates=[37.58674314222924, 55.75755400976435]}"
878849429,00124441,The Mad Cook,нет,,ресторан,Центральный,Мещанский,"город Москва, Цветной бульвар, дом 2",(495) 252-08-90,80,нет,37.6234571945010790,55.7681789544122280,"{type=Point, coordinates=[37.62345719450108, 55.76817895441223]}"
878849534,000023812,Ресторан «Сахара»,нет,,ресторан,Юго-Западный,Северное Бутово,"город Москва, 34-й километр Московской Кольцевой Автодороги, владение 6",(495) 723-42-12,50,нет,37.5745600000000050,55.5803647068169720,"{type=Point, coordinates=[37.574560000000005, 55.58036470681697]}"
878849694,00168694,Андерсон,да,Андерсон,ресторан,Новомосковский,поселение Московский,"город Москва, город Московский, улица Хабарова, дом 2",(495) 221-93-63,55,нет,37.3505630000000000,55.5932660000000000,"{type=Point, coordinates=[37.350563, 55.593266]}"
878849710,00172192,Папа Джонс,да,Папа Джонс,ресторан,Центральный,Арбат,"город Москва, улица Большая Молчановка, дом 34, строение 2",(495) 662-79-46,30,нет,37.5884427553003280,55.7537824595255530,"{type=Point, coordinates=[37.58844275530033, 55.75378245952555]}"
878849713,00170093,GRAND УРЮК,да,Урюк,ресторан,Северный,Хорошёвский,"город Москва, Ленинградский проспект, дом 37Б",(499) 921-37-53,96,нет,37.5446381841576410,55.7902096409450440,"{type=Point, coordinates=[37.54463818415764, 55.790209640945044]}"
878849776,00170288,Бургер кинг,да,Бургер Кинг,ресторан,Юго-Восточный,Некрасовка,"город Москва, Покровская улица, дом 20",(495) 544-50-00,50,нет,37.9315300000000000,55.7018940000000000,"{type=Point, coordinates=[37.93153, 55.701894]}"
878849777,00170091,Иль Патио,да,Иль Патио,ресторан,Восточный,Новогиреево,"город Москва, Перовская улица, дом 61А",(926) 568-26-26,133,нет,37.7972584807730240,55.7453708976159350,"{type=Point, coordinates=[37.797258480773024, 55.745370897615935]}"
878849789,00170811,KFC,да,KFC,ресторан,Юго-Восточный,Лефортово,"город Москва, шоссе Энтузиастов, дом 20",(903) 170-94-41,190,нет,37.7154442955264460,55.7508542764284060,"{type=Point, coordinates=[37.715444295526446, 55.750854276428406]}"
878849793,00171082,KFC,да,KFC,ресторан,Восточный,Новогиреево,"город Москва, Перовская улица, дом 61А",(495) 021-12-10,83,нет,37.7972584807730240,55.7453708976159350,"{type=Point, coordinates=[37.797258480773024, 55.745370897615935]}"
905399069,00178809,Чайхана,нет,,ресторан,Восточный,Соколиная Гора,"город Москва, проспект Будённого, дом 1/1, корпус 2",(495) 365-33-80,10,нет,37.7233018484662920,55.7784321277011660,"{type=Point, coordinates=[37.72330184846629, 55.778432127701166]}"
905399100,00188085,Polyanka wine,нет,,ресторан,Центральный,Якиманка,"город Москва, Бродников переулок, дом 10, корпус 2",(495) 220-01-95,40,нет,37.6162110000000210,55.7370787519235620,"{type=Point, coordinates=[37.61621100000002, 55.73707875192356]}"
905399255,00185935,Ресторан «Москва-Дели»,нет,,ресторан,Центральный,Пресненский,"город Москва, Ермолаевский переулок, дом 7",(925) 193-19-16,30,нет,37.5904865028467090,55.7642589941081970,"{type=Point, coordinates=[37.59048650284671, 55.7642589941082]}"
905399290,00183257,Sun Flower-парк,нет,,ресторан,Южный,Чертаново Центральное,"город Москва, Кировоградская улица, дом 11",(495) 933-04-04,120,нет,37.6075076173004560,55.6163317452316050,"{type=Point, coordinates=[37.607507617300456, 55.616331745231605]}"
905399352,00173806,ВЕРАНДА 18,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 1",(495) 695-52-53,100,нет,37.5920094056837040,55.7804498413031380,"{type=Point, coordinates=[37.592009405683704, 55.78044984130314]}"
905399353,00173809,ВЕРАНДА 17.1,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 1",(495) 695-52-53,40,нет,37.5920094056837040,55.7804498413031380,"{type=Point, coordinates=[37.592009405683704, 55.78044984130314]}"
905399354,00173815,ВЕРАНДА 17,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 1",(495) 695-52-53,40,нет,37.5920094056837040,55.7804498413031380,"{type=Point, coordinates=[37.592009405683704, 55.78044984130314]}"
905399355,00173817,ВЕРАНДА 16.1,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 1",(495) 695-52-53,55,нет,37.5920094056837040,55.7804498413031380,"{type=Point, coordinates=[37.592009405683704, 55.78044984130314]}"
905399356,00173819,ВЕРАНДА 16 Starbucks,да,Starbucks,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 1",(495) 695-52-53,55,нет,37.5920094056837040,55.7804498413031380,"{type=Point, coordinates=[37.592009405683704, 55.78044984130314]}"
905399357,00173820,ВЕРАНДА 15.1,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 1",(495) 695-52-53,28,нет,37.5920094056837040,55.7804498413031380,"{type=Point, coordinates=[37.592009405683704, 55.78044984130314]}"
905399358,00173822,ВЕРАНДА 15 Реми,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 1",(495) 695-52-53,28,нет,37.5920094056837040,55.7804498413031380,"{type=Point, coordinates=[37.592009405683704, 55.78044984130314]}"
905399477,00175475,Мандариновый Гусь,нет,,ресторан,Северо-Восточный,Останкинский,"город Москва, проспект Мира, дом 99",нет телефона,326,нет,37.6367759061989350,55.8110544840739280,"{type=Point, coordinates=[37.636775906198935, 55.81105448407393]}"
905399498,00183696,У Русико,нет,,ресторан,Северо-Западный,Хорошёво-Мнёвники,"город Москва, улица Народного Ополчения, дом 22, корпус 1",(495) 942-60-50,25,нет,37.4801031313106280,55.7793429841127020,"{type=Point, coordinates=[37.48010313131063, 55.7793429841127]}"
905399642,00174771,Паб Злачное место,нет,,ресторан,Северо-Восточный,Бутырский,"город Москва, улица Руставели, дом 15",(495) 618-60-07,35,нет,37.5960005033262660,55.8137337141231030,"{type=Point, coordinates=[37.596000503326266, 55.8137337141231]}"
905399814,00185575,Ресторан «Nегодники»,нет,,ресторан,Центральный,Пресненский,"город Москва, улица Спиридоновка, дом 26",(985) 190-88-88,25,нет,37.5917728892333760,55.7621203415033410,"{type=Point, coordinates=[37.591772889233376, 55.76212034150334]}"
905399821,00183645,Ресторан «Ra Family»,нет,,ресторан,Центральный,Пресненский,"город Москва, Трёхпрудный переулок, дом 11/13, строение 2",(495) 142-39-22,35,нет,37.5957126375461070,55.7653865789613690,"{type=Point, coordinates=[37.59571263754611, 55.76538657896137]}"
905399949,00179007,Караоке Song Vape BAR STEAK HOUSE,нет,,ресторан,Центральный,Таганский,"Николоямская улица, дом 28/60, строение 1",(985) 292-00-66,44,нет,37.6547270000000000,55.7469270000000000,"{type=Point, coordinates=[37.654727, 55.746927]}"
905399979,00183064,The Slim,нет,,ресторан,Центральный,Пресненский,"город Москва, Шмитовский проезд, дом 10/7",(929) 676-56-58,38,нет,37.5527096465769790,55.7591020068917020,"{type=Point, coordinates=[37.55270964657698, 55.7591020068917]}"
905400035,00182800,Ресторан «Shiba»,нет,,ресторан,Центральный,Пресненский,"город Москва, Большой Палашёвский переулок, дом 1/14, строение 1",(495) 276-70-67,35,нет,37.5970472779316370,55.7636246170807510,"{type=Point, coordinates=[37.59704727793164, 55.76362461708075]}"
905400204,00190012,Брассерия,нет,,ресторан,Юго-Западный,Северное Бутово,"город Москва, Старокачаловская улица, дом 6",(495) 369-68-90,30,нет,37.5886909999999830,55.5689997035704410,"{type=Point, coordinates=[37.58869099999998, 55.56899970357044]}"
905400278,00149844,Шанделир,нет,,ресторан,Юго-Восточный,Южнопортовый,"город Москва, 1-я улица Машиностроения, дом 10",(906) 700-23-73,50,нет,37.6716079999999850,55.7141617452879100,"{type=Point, coordinates=[37.671607999999985, 55.71416174528791]}"
905400319,00180475,Ресторан Воробьевы горы,нет,,ресторан,Западный,Раменки,"город Москва, Мичуринский проспект, дом 6, корпус 2",(495) 150-57-00,80,нет,37.5246262614283810,55.7141445355104070,"{type=Point, coordinates=[37.52462626142838, 55.71414453551041]}"
905400321,00189079,Osteria Toscana,нет,,ресторан,Западный,Проспект Вернадского,"город Москва, улица Удальцова, дом 15",(495) 668-37-99,20,нет,37.5154500000000080,55.6724737332517710,"{type=Point, coordinates=[37.51545000000001, 55.67247373325177]}"
905400328,00179783,Пиколини,нет,,ресторан,Северо-Западный,Куркино,"город Москва, Соколово-Мещерская улица, дом 25",(995) 895-69-99,40,нет,37.3846912123888090,55.9032500777496040,"{type=Point, coordinates=[37.38469121238881, 55.903250077749604]}"
905400348,00187361,Кулина ROOM,нет,,ресторан,Северный,Хорошёвский,"город Москва, проезд Берёзовой Рощи, дом 12",(495) 132-47-86,16,нет,37.5211200000000100,55.7909817675845760,"{type=Point, coordinates=[37.52112000000001, 55.790981767584576]}"
905400349,00187345,Flames Lounge,нет,,ресторан,Северный,Хорошёвский,"город Москва, улица Гризодубовой, дом 2",(499) 954-87-93,32,нет,37.5318810000000060,55.7825707651359220,"{type=Point, coordinates=[37.531881000000006, 55.78257076513592]}"
905400356,00175927,Ресторан «Larionov Grill&Bar»,нет,,ресторан,Южный,Чертаново Северное,"город Москва, микрорайон Северное Чертаново, дом 1А",(916) 555-66-59,120,нет,37.5997183274632430,55.6370616189244840,"{type=Point, coordinates=[37.59971832746324, 55.637061618924484]}"
905400374,00180025,Домино'с Пицца,да,Домино'с Пицца,ресторан,Новомосковский,поселение Московский,"город Москва, город Московский, 3-й микрорайон, дом 9",(495) 900-01-67,25,нет,37.3422412354616430,55.5955065795638820,"{type=Point, coordinates=[37.34224123546164, 55.59550657956388]}"
905400442,00173231,Кафе бар Гнездо,нет,,ресторан,Новомосковский,поселение Щербинка,"город Москва, город Щербинка, улица 40 лет Октября, дом 14А",нет телефона,45,нет,37.5740219999999990,55.5113146871435750,"{type=Point, coordinates=[37.574022, 55.511314687143575]}"
905400512,00180046,Владивосток,нет,,ресторан,Центральный,Мещанский,"город Москва, улица Гиляровского, дом 65, строение 1",(495) 997-76-65,44,нет,37.6327463380143140,55.7892593743374050,"{type=Point, coordinates=[37.632746338014314, 55.789259374337405]}"
905400541,00175508,Соло караоке клуб,нет,,ресторан,Центральный,Замоскворечье,"город Москва, Новокузнецкая улица, дом 40, строение 2",(495) 620-28-61,45,нет,37.6344027822731420,55.7319639689854470,"{type=Point, coordinates=[37.63440278227314, 55.73196396898545]}"
905400606,00190822,Абрау Дюрсо Wine&Food Bar,нет,,ресторан,Центральный,Пресненский,"город Москва, Брюсов переулок, дом 2/14, строение 6",нет телефона,25,нет,37.6057800000000100,55.7566587576037020,"{type=Point, coordinates=[37.60578000000001, 55.7566587576037]}"
905400654,00189776,Ресторан «ROYAL PALACE»,нет,,ресторан,Южный,Донской,"город Москва, Варшавское шоссе, дом 27",(985) 300-70-97,300,нет,37.6221719999999850,55.6935337393266250,"{type=Point, coordinates=[37.622171999999985, 55.693533739326625]}"
905400669,00174646,Джаз клуб ЭССЕ,нет,,ресторан,Центральный,Замоскворечье,"город Москва, Пятницкая улица, дом 27, строение 3А",(495) 951-96-60,75,нет,37.6288600947083440,55.7410836431281070,"{type=Point, coordinates=[37.628860094708344, 55.74108364312811]}"
905400674,00173288,Санапиро караоке,нет,,ресторан,Центральный,Замоскворечье,"город Москва, Раушская набережная, дом 4/5, строение 1",(966) 121-70-00,75,нет,37.6268602898069770,55.7484002317072650,"{type=Point, coordinates=[37.62686028980698, 55.748400231707265]}"
905400783,00185860,TESTA,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 55, строение 1",(985) 557-63-20,45,нет,37.5931309999999930,55.7817327648920550,"{type=Point, coordinates=[37.59313099999999, 55.781732764892055]}"
905400799,00173641,ВЕРАНДА 1.1 Депо Москва,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 3",(495) 695-52-53,500,нет,37.5930109999999830,55.7802537644617050,"{type=Point, coordinates=[37.59301099999998, 55.780253764461705]}"
905400802,00173642,ВЕРАНДА 3.1 Депо Москва,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 3",(495) 695-52-53,500,нет,37.5929947711335830,55.7801918786310940,"{type=Point, coordinates=[37.59299477113358, 55.78019187863109]}"
905400804,00173757,ВЕРАНДА 14 Beer Pairing,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 6",(495) 695-52-53,95,нет,37.5908788913208620,55.7797235992744190,"{type=Point, coordinates=[37.59087889132086, 55.77972359927442]}"
905400807,00173758,ВЕРАНДА 14.1,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 6",(495) 695-52-53,95,нет,37.5908788913208620,55.7797235992744190,"{type=Point, coordinates=[37.59087889132086, 55.77972359927442]}"
905400810,00173824,ВЕРАНДА 13,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 6",(495) 695-52-53,45,нет,37.5908788913208620,55.7797235992744190,"{type=Point, coordinates=[37.59087889132086, 55.77972359927442]}"
905400812,00173826,ВЕРАНДА 13.1,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 6",(495) 695-52-53,45,нет,37.5908788913208620,55.7797235992744190,"{type=Point, coordinates=[37.59087889132086, 55.77972359927442]}"
905400815,00173666,ВЕРАНДА 7,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 4",(495) 695-52-53,95,нет,37.5918344089363930,55.7794887963108790,"{type=Point, coordinates=[37.59183440893639, 55.77948879631088]}"
905400817,00173646,ВЕРАНДА 4,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 4",(495) 695-52-53,84,нет,37.5918344089363930,55.7794887963108790,"{type=Point, coordinates=[37.59183440893639, 55.77948879631088]}"
905400821,00173631,ВЕРАНДА 7.1 Cыроварня,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 4",(495) 695-52-53,95,нет,37.5918344089363930,55.7794887963108790,"{type=Point, coordinates=[37.59183440893639, 55.77948879631088]}"
905400825,00173636,ВЕРАНДА 5,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 4",(495) 695-52-53,35,нет,37.5918344089363930,55.7794887963108790,"{type=Point, coordinates=[37.59183440893639, 55.77948879631088]}"
905400829,00173638,ВЕРАНДА 6 КРАБЫКУТАБЫ,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 4",(495) 695-52-53,180,нет,37.5918344089363930,55.7794887963108790,"{type=Point, coordinates=[37.59183440893639, 55.77948879631088]}"
905400834,00173639,ВЕРАНДА 9 Котельная,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 5",(495) 695-52-53,54,нет,37.5911098251206890,55.7792217134672230,"{type=Point, coordinates=[37.59110982512069, 55.77922171346722]}"
905400838,00173640,ВЕРАНДА 8,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 5",(495) 695-52-53,54,нет,37.5911098251206890,55.7792217134672230,"{type=Point, coordinates=[37.59110982512069, 55.77922171346722]}"
905400840,00173622,ВЕРАНДА 12.1,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 5",(495) 695-52-53,76,нет,37.5911949999999920,55.7791657641451480,"{type=Point, coordinates=[37.59119499999999, 55.77916576414515]}"
905400843,00173645,ВЕРАНДА 11 Chef Amazonia,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 5",(495) 695-52-53,75,нет,37.5911949999999920,55.7791657641451480,"{type=Point, coordinates=[37.59119499999999, 55.77916576414515]}"
905400847,00173634,ВЕРНАДА 10,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 5",(495) 695-52-53,140,нет,37.5911098251206890,55.7792217134672230,"{type=Point, coordinates=[37.59110982512069, 55.77922171346722]}"
905400851,00173635,ВЕРАНДА 10.1 Рюмка на Лесной,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 5",(495) 695-52-53,45,нет,37.5911949999999920,55.7791657641451480,"{type=Point, coordinates=[37.59119499999999, 55.77916576414515]}"
905400854,00173647,ВЕРАНДА 12,нет,,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 20, строение 5",(495) 695-52-53,76,нет,37.5911949999999920,55.7791657641451480,"{type=Point, coordinates=[37.59119499999999, 55.77916576414515]}"
905400931,00175954,Качаторе,нет,,ресторан,Центральный,Якиманка,"город Москва, Берсеневская набережная, дом 16, строение 9",(495) 660-96-25,40,нет,37.6102843502751650,55.7430942816878670,"{type=Point, coordinates=[37.610284350275165, 55.74309428168787]}"
905400945,00180789,Кафе «Дафеншо»,нет,,ресторан,Южный,Донской,"город Москва, Ленинский проспект, дом 15",(926) 181-91-08,120,нет,37.6001135348995280,55.7202689242024010,"{type=Point, coordinates=[37.60011353489953, 55.7202689242024]}"
905400986,00187354,Hookah Place,нет,,ресторан,Северный,Хорошёвский,"город Москва, улица Розанова, дом 4",(499) 984-58-76,16,нет,37.5425849999999950,55.7729197623285060,"{type=Point, coordinates=[37.542584999999995, 55.772919762328506]}"
905401052,00175144,Статус,нет,,ресторан,Юго-Западный,Черёмушки,"город Москва, Херсонская улица, дом 20, корпус 1",(749) 912-26-46,50,нет,37.5642773406001420,55.6528333804156650,"{type=Point, coordinates=[37.56427734060014, 55.652833380415665]}"
905401085,00189830,Кафе «СеверСити»,нет,,ресторан,Северо-Западный,Хорошёво-Мнёвники,"город Москва, улица Паршина, дом 16",(495) 660-29-19,30,нет,37.4500000000000000,55.7800000000000000,"{type=Point, coordinates=[37.45, 55.78]}"
905401091,00182757,ГолдПицца,нет,,ресторан,Северо-Западный,Хорошёво-Мнёвники,"город Москва, Карамышевская набережная, дом 56, корпус 2, строение 1",(495) 177-47-23,0,нет,37.4619230917776420,55.7753868194910820,"{type=Point, coordinates=[37.46192309177764, 55.77538681949108]}"
905401182,00186630,Калинка,нет,,ресторан,Западный,Тропарёво-Никулино,"город Москва, Ленинский проспект, дом 158",(495) 234-92-92,170,нет,37.4830539999999960,55.6514517271993010,"{type=Point, coordinates=[37.483053999999996, 55.6514517271993]}"
905401221,00187675,Небесный Тихоход,нет,,ресторан,Северный,Хорошёвский,"город Москва, Ленинградский проспект, дом 37, корпус 5",(499) 011-94-34,64,нет,37.5428900000000070,55.7946377686495150,"{type=Point, coordinates=[37.54289000000001, 55.794637768649515]}"
905401238,00141469,Berikoni,нет,,ресторан,Западный,Тропарёво-Никулино,"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 4, корпус 3",(495) 438-01-01,80,нет,37.4706269999999860,55.6753057340680040,"{type=Point, coordinates=[37.470626999999986, 55.675305734068004]}"
905401248,00185596,Кафе Халяль,нет,,ресторан,Северный,Хорошёвский,"город Москва, Хорошёвское шоссе, дом 68",(499) 054-47-65,32,нет,37.5264647222029590,55.7780463720790890,"{type=Point, coordinates=[37.52646472220296, 55.77804637207909]}"
905401281,00180362,Золотая лошадь,нет,,ресторан,Северный,Беговой,"город Москва, Беговая улица, дом 22",(499) 271-77-85,250,нет,37.5594429863634570,55.7787948341622690,"{type=Point, coordinates=[37.55944298636346, 55.77879483416227]}"
905401320,00185569,Кафе,нет,,ресторан,Центральный,Замоскворечье,"город Москва, Пятницкая улица, дом 2/38, строение 1",(495) 620-28-61,30,нет,37.6264923876117480,55.7454408742053500,"{type=Point, coordinates=[37.62649238761175, 55.74544087420535]}"
905401668,00130887,Бухара,нет,,ресторан,Южный,Орехово-Борисово Южное,"город Москва, Ясеневая улица, дом 19, корпус 1",нет телефона,90,нет,37.7306429999999930,55.6035817134595050,"{type=Point, coordinates=[37.73064299999999, 55.603581713459505]}"
905401887,00173032,Нар,нет,,ресторан,Центральный,Арбат,"город Москва, улица Новый Арбат, дом 21, строение 2",(905) 792-13-62,45,нет,37.5860459189283560,55.7515978191462910,"{type=Point, coordinates=[37.586045918928356, 55.75159781914629]}"
905401951,00178879,Broms,нет,,ресторан,Центральный,Таганский,"город Москва, улица Александра Солженицына, дом 3",(495) 740-56-47,23,нет,37.6556185123806980,55.7421919374364880,"{type=Point, coordinates=[37.6556185123807, 55.74219193743649]}"
