global_id,ID,название,IsNetObject,OperatingCompany,TypeObject,округ,район,адрес,телефон,SeatsCount,SocialPrivileges,Longitude_WGS84,Latitude_WGS84,geoData
637377206,000058565,Тануки,да,Тануки,ресторан,Северный,Коптево,"город Москва, Большая Академическая улица, дом 65",(499) 153-81-44,160,нет,37.5476100000000000,55.8402660000000000,"{type=Point, coordinates=[37.54761, 55.840266]}"
637377794,000024387,Готика,да,Готика,ресторан,Северный,Дмитровский,"город Москва, Ангарская улица, дом 39",(495) 483-11-50,65,да,37.5245215708017000,55.8791123625771000,"{type=Point, coordinates=[37.5245215708017, 55.8791123625771]}"
637378082,00127979,Месопотамия,нет,,ресторан,Центральный,Арбат,"город Москва, улица Арбат, дом 4, строение 1",(495) 913-32-12,50,нет,37.5984554877014570,55.7520159099222430,"{type=Point, coordinates=[37.59845548770146, 55.75201590992224]}"
637378210,00088194,TAJJ MAHAL,да,TAJJ MAHAL,ресторан,Центральный,Арбат,"город Москва, улица Арбат, дом 6/2",(495) 107-91-06,100,нет,37.5975695597589660,55.7520238140709670,"{type=Point, coordinates=[37.597569559758966, 55.75202381407097]}"
637378607,000024967,IL Pizzaiolo,нет,,ресторан,Центральный,Арбат,"город Москва, улица Арбат, дом 31",(495) 933-28-34,70,нет,37.5927987703546900,55.7496538407499070,"{type=Point, coordinates=[37.59279877035469, 55.74965384074991]}"
637378788,00127855,Эрик Рыжий,нет,,ресторан,Центральный,Арбат,"город Москва, улица Арбат, дом 36/2, строение 1",(499) 505-18-33,30,нет,37.5888682527611020,55.7488371155641000,"{type=Point, coordinates=[37.5888682527611, 55.7488371155641]}"
637378895,000027311,ВОСТОЧНЫЙ КВАРТАЛ,нет,,ресторан,Центральный,Арбат,"город Москва, улица Арбат, дом 45/24",(495) 241-38-03,90,нет,37.5881406293922000,55.7481098880933000,"{type=Point, coordinates=[37.5881406293922, 55.7481098880933]}"
637378921,000024970,ПОЧТМЕЙСТЕР,нет,,ресторан,Центральный,Арбат,"город Москва, улица Арбат, дом 47/23",(499) 241-17-74,30,нет,37.5875592594036050,55.7479970095747180,"{type=Point, coordinates=[37.587559259403605, 55.74799700957472]}"
637378925,000073570,БОСФОР,нет,,ресторан,Центральный,Арбат,"город Москва, улица Арбат, дом 47/23",(499) 241-93-20,78,нет,37.5875592594036050,55.7479970095747180,"{type=Point, coordinates=[37.587559259403605, 55.74799700957472]}"
637379078,000020050,Мастер,нет,,ресторан,Западный,Фили-Давыдково,"город Москва, улица Артамонова, дом 7",(495) 445-37-51,20,нет,37.4593358925510460,55.7190925878864580,"{type=Point, coordinates=[37.459335892551046, 55.71909258788646]}"
637379577,000027265,ТАНУКИ,да,Тануки,ресторан,Юго-Западный,Зюзино,"город Москва, Балаклавский проспект, дом 48, корпус 1",(499) 122-01-38,96,нет,37.5721332059936000,55.6482135986494000,"{type=Point, coordinates=[37.5721332059936, 55.6482135986494]}"
637380207,000027201,Розмарин,нет,,ресторан,Северный,Беговой,"город Москва, Беговая улица, дом 28",(495) 945-30-31,80,нет,37.5606759676678000,55.7814827124128000,"{type=Point, coordinates=[37.5606759676678, 55.7814827124128]}"
637380255,000025833,АЗЕРБАЙДЖАН,нет,,ресторан,Северо-Западный,Хорошёво-Мнёвники,"город Москва, улица Демьяна Бедного, дом 4",(495) 946-34-30,180,нет,37.4869140611715000,55.7698304856012000,"{type=Point, coordinates=[37.4869140611715, 55.7698304856012]}"
637380367,000026239,ОРХИДЕЯ,нет,,ресторан,Юго-Восточный,Люблино,"город Москва, Белореченская улица, дом 13, корпус 1",(495) 359-47-47,250,нет,37.7664798035654000,55.6732162954223000,"{type=Point, coordinates=[37.7664798035654, 55.6732162954223]}"
637380599,000024363,Вояж,нет,,ресторан,Северный,Бескудниковский,"город Москва, Бескудниковский бульвар, дом 57, корпус 1",(499) 485-20-00,140,нет,37.5383267897410000,55.8725533835125000,"{type=Point, coordinates=[37.538326789741, 55.8725533835125]}"
637380705,000025933,Сестры,нет,,ресторан,Северо-Западный,Щукино,"город Москва, улица Маршала Бирюзова, дом 4, корпус 1",(916) 229-51-50,60,нет,37.4995633588858000,55.7907729398205000,"{type=Point, coordinates=[37.4995633588858, 55.7907729398205]}"
637381097,000022292,Примавера,да,Примавера,ресторан,Северо-Западный,Щукино,"город Москва, улица Маршала Бирюзова, дом 21",(903) 232-59-70,50,нет,37.4903794752185000,55.7947296845020000,"{type=Point, coordinates=[37.4903794752185, 55.794729684502]}"
637381334,000024616,Сказка Востока,нет,,ресторан,Юго-Западный,Северное Бутово,"город Москва, Коктебельская улица, дом 11, строение 3",(495) 510-76-61,420,нет,37.5859113273049490,55.5641743681939530,"{type=Point, coordinates=[37.58591132730495, 55.56417436819395]}"
637382094,00102832,Ресторан «Humans seafood bar»,нет,,ресторан,Центральный,Пресненский,"город Москва, Малая Бронная улица, дом 10, строение 1",(495) 665-73-43,70,нет,37.5966636227127180,55.7607277189358970,"{type=Point, coordinates=[37.59666362271272, 55.7607277189359]}"
637382144,00125205,Ресторан «Голос»,нет,,ресторан,Центральный,Пресненский,"город Москва, Малая Бронная улица, дом 10, строение 1",(925) 111-17-74,50,нет,37.5966857874934060,55.7607246788786950,"{type=Point, coordinates=[37.596685787493406, 55.760724678878695]}"
637382305,000024262,Uilliams,нет,,ресторан,Центральный,Пресненский,"город Москва, Малая Бронная улица, дом 20А",(495) 650-65-00,49,нет,37.5955274330201000,55.7625332797137000,"{type=Point, coordinates=[37.5955274330201, 55.7625332797137]}"
637382794,000026298,Чайхона №1,да,Чайхона №1,ресторан,Юго-Западный,Коньково,"город Москва, улица Бутлерова, дом 22",(495) 334-16-85,159,нет,37.5348335574904440,55.6491433589836500,"{type=Point, coordinates=[37.534833557490444, 55.64914335898365]}"
637382987,000026141,Панчо Пицца,да,Панчо Пицца,ресторан,Северный,Савёловский,"город Москва, Бутырская улица, дом 89",(495) 780-30-34,64,нет,37.5813600050037000,55.8060548500850000,"{type=Point, coordinates=[37.5813600050037, 55.806054850085]}"
637383039,000026142,KFC,да,KFC,ресторан,Северный,Савёловский,"город Москва, Бутырская улица, дом 89",(495) 380-03-54,67,нет,37.5813921915117000,55.8060548500850000,"{type=Point, coordinates=[37.5813921915117, 55.806054850085]}"
637383217,000026595,IL Borgo,нет,,ресторан,Юго-Западный,Ломоносовский,"город Москва, улица Вавилова, дом 81",(499) 132-87-83,42,нет,37.5479780000000000,55.6807130000000000,"{type=Point, coordinates=[37.547978, 55.680713]}"
637384115,000027131,ТАНУКИ,да,Тануки,ресторан,Южный,Даниловский,"город Москва, Велозаводская улица, дом 6",(495) 618-89-77,114,нет,37.6649449656868710,55.7122875580237820,"{type=Point, coordinates=[37.66494496568687, 55.71228755802378]}"
637384167,000028501,Авлабар,нет,,ресторан,Южный,Даниловский,"город Москва, Велозаводская улица, дом 6",(495) 118-40-00,40,нет,37.6649449656868710,55.7122875580237820,"{type=Point, coordinates=[37.66494496568687, 55.71228755802378]}"
637384692,000069990,Панорама 93,нет,,ресторан,Западный,Тропарёво-Никулино,"город Москва, проспект Вернадского, дом 93",(495) 120-66-17,60,нет,37.4951202626655000,55.6674110893323000,"{type=Point, coordinates=[37.4951202626655, 55.6674110893323]}"
637385165,000080410,Гамбринус,да,Гамбринус,ресторан,Восточный,Перово,"город Москва, 1-я Владимирская улица, дом 9",(495) 306-37-64,58,нет,37.7744327916449550,55.7594758786538090,"{type=Point, coordinates=[37.774432791644955, 55.75947587865381]}"
637385741,000027244,Тануки,да,Тануки,ресторан,Восточный,Перово,"город Москва, 3-я Владимирская улица, дом 29",(495) 304-79-00,100,нет,37.7914091573784000,55.7534053233054000,"{type=Point, coordinates=[37.7914091573784, 55.7534053233054]}"
637385926,000024872,Хинкальная,да,Хинкальная,ресторан,Юго-Западный,Коньково,"город Москва, улица Академика Волгина, дом 29, корпус 1",(495) 336-48-11,80,нет,37.5080353979793980,55.6437135957254720,"{type=Point, coordinates=[37.5080353979794, 55.64371359572547]}"
637386004,000026051,ДУРДИНЪ,нет,,ресторан,Центральный,Таганский,"город Москва, Волгоградский проспект, дом 4",(495) 676-02-76,200,нет,37.6706346498552000,55.7310654222888000,"{type=Point, coordinates=[37.6706346498552, 55.7310654222888]}"
637386135,000027215,Кафе «Тануки»,да,Тануки,ресторан,Центральный,Таганский,"город Москва, Волгоградский проспект, дом 17",(495) 676-99-22,150,нет,37.6793250070634000,55.7285038812421000,"{type=Point, coordinates=[37.6793250070634, 55.7285038812421]}"
637387552,000023307,Элит,нет,,ресторан,Восточный,Сокольники,"город Москва, улица Гастелло, дом 37",(499) 268-37-96,98,нет,37.6896997915322000,55.7840558073774000,"{type=Point, coordinates=[37.6896997915322, 55.7840558073774]}"
637388181,000027280,Баба Марта,нет,,ресторан,Центральный,Хамовники,"город Москва, Гоголевский бульвар, дом 8",(495) 232-92-09,45,нет,37.6008328424515000,55.7458181970029000,"{type=Point, coordinates=[37.6008328424515, 55.7458181970029]}"
637388337,000024529,Ресторан «Монте Кристо»,нет,,ресторан,Юго-Восточный,Марьино,"город Москва, улица Маршала Голованова, дом 19",(495) 349-77-77,220,нет,37.7304872880355000,55.6439750792993000,"{type=Point, coordinates=[37.7304872880355, 55.6439750792993]}"
637388812,000069468,АРМЕНИЯ,нет,,ресторан,Центральный,Тверской,"город Москва, Тверская улица, дом 17",(495) 629-19-54,144,нет,37.6053595370626000,55.7640886225170000,"{type=Point, coordinates=[37.6053595370626, 55.764088622517]}"
637388865,000025847,Найт флайт,нет,,ресторан,Центральный,Тверской,"город Москва, Тверская улица, дом 17",(495) 629-41-65,47,нет,37.6067792752810000,55.7634008091873000,"{type=Point, coordinates=[37.606779275281, 55.7634008091873]}"
637388995,000069457,Dry and wet Bar,нет,,ресторан,Центральный,Тверской,"город Москва, Тверская улица, дом 27, строение 1",(915) 429-95-84,70,нет,37.5982925580481000,55.7680590620305000,"{type=Point, coordinates=[37.5982925580481, 55.7680590620305]}"
637389678,000022943,Шёлковый путь,нет,,ресторан,Западный,Фили-Давыдково,"город Москва, Кутузовский проспект, дом 71",(495) 146-74-33,90,нет,37.4522998605304000,55.7238093002363000,"{type=Point, coordinates=[37.4522998605304, 55.7238093002363]}"
637389756,000082807,Ресторан «Молон лаве»,нет,,ресторан,Центральный,Пресненский,"город Москва, Большая Грузинская улица, дом 39",(495) 272-00-47,45,нет,37.5812620296412310,55.7704806093568880,"{type=Point, coordinates=[37.58126202964123, 55.77048060935689]}"
637389758,00088212,Ресторан «Сайгон»,нет,,ресторан,Центральный,Пресненский,"город Москва, Большая Грузинская улица, дом 39",(967) 021-35-79,68,нет,37.5812620296412310,55.7704806093568880,"{type=Point, coordinates=[37.58126202964123, 55.77048060935689]}"
637389941,00149906,Бургер Кинг,да,Бургер Кинг,ресторан,Центральный,Пресненский,"город Москва, улица Грузинский Вал, дом 28/45",(906) 093-33-55,60,нет,37.5829064242187770,55.7748906268819130,"{type=Point, coordinates=[37.58290642421878, 55.77489062688191]}"
637389942,000024242,KFC,да,KFC,ресторан,Центральный,Пресненский,"город Москва, улица Грузинский Вал, дом 28/45",(499) 250-38-77,40,нет,37.5821968542171000,55.7747005651971000,"{type=Point, coordinates=[37.5821968542171, 55.7747005651971]}"
637390731,000026528,Панчо Вилья,нет,,ресторан,Центральный,Якиманка,"город Москва, улица Большая Якиманка, дом 52",(916) 565-39-13,150,нет,37.6116045938556000,55.7318235820371000,"{type=Point, coordinates=[37.6116045938556, 55.7318235820371]}"
637390757,000069382,Харбин,нет,,ресторан,Центральный,Якиманка,"город Москва, улица Большая Якиманка, дом 54",(926) 625-18-57,80,нет,37.6115982953236000,55.7314007059068000,"{type=Point, coordinates=[37.6115982953236, 55.7314007059068]}"
637390887,000026100,Гино-но-таки,да,Гино-но-таки,ресторан,Центральный,Якиманка,"город Москва, улица Большая Якиманка, дом 58/2",(499) 238-95-33,143,нет,37.6115294920032000,55.7305096304908000,"{type=Point, coordinates=[37.6115294920032, 55.7305096304908]}"
637391082,000079550,Тануки,да,Тануки,ресторан,Северный,Бескудниковский,"город Москва, Дмитровское шоссе, дом 64, корпус 3",(499) 488-23-00,198,нет,37.5625541809041720,55.8565871895516470,"{type=Point, coordinates=[37.56255418090417, 55.85658718955165]}"
637391179,000026131,Макдоналдс,да,Макдоналдс,ресторан,Северный,Бескудниковский,"город Москва, Дмитровское шоссе, дом 89Б, строение 1",(915) 198-78-33,79,нет,37.5479750000000010,55.8644567890524900,"{type=Point, coordinates=[37.547975, 55.86445678905249]}"
637391331,000026091,Тратория Semplice,да,Тратория Semplice,ресторан,Центральный,Якиманка,"город Москва, улица Коровий Вал, дом 7, строение 1",(495) 776-74-79,90,нет,37.6150019203080000,55.7286970941403000,"{type=Point, coordinates=[37.615001920308, 55.7286970941403]}"
637391525,000023996,Baan Thai,нет,,ресторан,Западный,Дорогомилово,"город Москва, Большая Дорогомиловская улица, дом 11",(499) 240-05-97,50,нет,37.5535003174261000,55.7459528064228000,"{type=Point, coordinates=[37.5535003174261, 55.7459528064228]}"
637391685,00155298,Домино'с Пицца,да,Домино'с Пицца,ресторан,Северный,Восточное Дегунино,"город Москва, Дубнинская улица, дом 10, корпус 1",(926) 331-96-96,16,нет,37.5678675376083930,55.8619701359289070,"{type=Point, coordinates=[37.56786753760839, 55.86197013592891]}"
637392194,000026802,САХЛИ,нет,,ресторан,Центральный,Тверской,"город Москва, Большой Каретный переулок, дом 6",(495) 699-91-74,40,нет,37.6163769978997000,55.7704928990061000,"{type=Point, coordinates=[37.6163769978997, 55.7704928990061]}"
637392230,000025330,Тбилиси,нет,,ресторан,Восточный,Сокольники,"город Москва, улица Жебрунова, дом 4",(985) 035-33-18,90,нет,37.6788100229332000,55.7850301197718000,"{type=Point, coordinates=[37.6788100229332, 55.7850301197718]}"
637392644,000025493,Кафе-пиццерия Рома - Восточный экспресс,нет,,ресторан,Северо-Восточный,Северное Медведково,"город Москва, Заревый проезд, дом 12",(499) 478-48-97,180,нет,37.6569754569999870,55.8864299609999760,"{type=Point, coordinates=[37.65697545699999, 55.886429960999976]}"
637392723,000026375,Ресторан «Эль Гаучо»,нет,,ресторан,Центральный,Замоскворечье,"город Москва, улица Зацепский Вал, дом 6/13, строение 1",(499) 963-81-63,100,нет,37.6394509354417860,55.7328411083989290,"{type=Point, coordinates=[37.639450935441786, 55.73284110839893]}"
637393187,000026086,Распутин,нет,,ресторан,Центральный,Хамовники,"город Москва, Зубовский бульвар, дом 25",(499) 246-85-92,40,нет,37.5900254978862000,55.7365100619053000,"{type=Point, coordinates=[37.5900254978862, 55.7365100619053]}"
637393645,00155976,Дом хинкали,нет,,ресторан,Северо-Западный,Строгино,"город Москва, улица Исаковского, дом 31",(963) 715-40-40,42,нет,37.4177507289872510,55.8061365559010700,"{type=Point, coordinates=[37.41775072898725, 55.80613655590107]}"
637394819,00148070,Кафе «Grape»,нет,,ресторан,Центральный,Пресненский,"город Москва, Малая Никитская улица, дом 16/5",(495) 691-40-41,35,нет,37.5911932332355650,55.7589872032769950,"{type=Point, coordinates=[37.591193233235565, 55.758987203276995]}"
637394979,000027289,Ресторан «Тануки»,да,Тануки,ресторан,Южный,Москворечье-Сабурово,"город Москва, Каширское шоссе, дом 46, корпус 1",(495) 324-71-91,50,нет,37.6649215436533000,55.6478957630439000,"{type=Point, coordinates=[37.6649215436533, 55.6478957630439]}"
637395376,000070137,ШЕЙХ ПАЛАС,нет,,ресторан,Западный,Дорогомилово,"город Москва, Киевская улица, дом 20",(926) 794-16-43,80,нет,37.5464220496882000,55.7387332915973000,"{type=Point, coordinates=[37.5464220496882, 55.7387332915973]}"
637395378,00137745,Lion's head Pub,нет,,ресторан,Центральный,Красносельский,"город Москва, Мясницкая улица, дом 15",(495) 636-28-18,158,нет,37.6343945464818080,55.7630540812545450,"{type=Point, coordinates=[37.63439454648181, 55.763054081254545]}"
637396253,000026984,БОЦМАН,нет,,ресторан,Южный,Даниловский,"город Москва, 5-я Кожуховская улица, дом 10, корпус 1",(495) 710-27-55,50,нет,37.6671619999999980,55.7048897426070300,"{type=Point, coordinates=[37.667162, 55.70488974260703]}"
637396359,000025956,ЭЛЬ ГАУЧО,нет,,ресторан,Центральный,Басманный,"город Москва, Большой Козловский переулок, дом 3/2",(495) 923-40-20,80,нет,37.6467522607900000,55.7677362246492000,"{type=Point, coordinates=[37.64675226079, 55.7677362246492]}"
637396707,000026083,СЕЙДЖИ,нет,,ресторан,Центральный,Хамовники,"город Москва, Комсомольский проспект, дом 5/2",(499) 246-76-24,49,нет,37.5931865591358000,55.7319019692191000,"{type=Point, coordinates=[37.5931865591358, 55.7319019692191]}"
637396803,000025181,Гриль Хаус Lamb Cook,нет,,ресторан,Центральный,Хамовники,"город Москва, Комсомольский проспект, дом 7, строение 1",(499) 246-03-78,50,нет,37.5921827442179930,55.7309805381174290,"{type=Point, coordinates=[37.59218274421799, 55.73098053811743]}"
637397608,000025486,Павлин-Мавлин,да,Павлин-Мавлин,ресторан,Северо-Восточный,Марфино,"город Москва, улица Академика Королёва, дом 28, корпус 1",(495) 617-99-77,76,нет,37.5973993032718000,55.8222401718176000,"{type=Point, coordinates=[37.5973993032718, 55.8222401718176]}"
637397662,000025309,Белое озеро,нет,,ресторан,Восточный,Косино-Ухтомский,"город Москва, Большая Косинская улица, дом 24А",(495) 700-43-27,40,нет,37.8557120000000040,55.7143077453301460,"{type=Point, coordinates=[37.855712000000004, 55.714307745330146]}"
637398036,000022983,Ресторан «Тануки»,да,Тануки,ресторан,Западный,Проспект Вернадского,"город Москва, улица Коштоянца, дом 1А",(495) 432-09-75,150,нет,37.4926694339857000,55.6793668612324000,"{type=Point, coordinates=[37.4926694339857, 55.6793668612324]}"
637398085,000052541,Папа Джонс,да,Папа Джонс,ресторан,Юго-Западный,Ломоносовский,"город Москва, улица Кравченко, дом 8, строение 6",(495) 995-10-72,32,нет,37.5195419999999940,55.6762377343366520,"{type=Point, coordinates=[37.519541999999994, 55.67623773433665]}"
637398245,000024275,Ресторан «Цветение сакуры»,нет,,ресторан,Центральный,Пресненский,"город Москва, улица Красина, дом 7, строение 1",(499) 518-44-14,98,нет,37.5882801032626000,55.7670240295847000,"{type=Point, coordinates=[37.5882801032626, 55.7670240295847]}"
637398299,000026487,Ресторан «CHINA CLUB»,нет,,ресторан,Центральный,Пресненский,"город Москва, улица Красина, дом 21",(499) 232-27-78,88,нет,37.5860270476894000,55.7688105281819000,"{type=Point, coordinates=[37.5860270476894, 55.7688105281819]}"
637398802,000026232,РЕСТОРАН ТАЕЖНЫЙ,нет,,ресторан,Юго-Восточный,Лефортово,"город Москва, Красноказарменная улица, дом 16",(495) 918-12-74,95,нет,37.7108820000000000,55.7531870000000000,"{type=Point, coordinates=[37.710882, 55.753187]}"
637399257,000024124,Страдивари,нет,,ресторан,Центральный,Красносельский,"город Москва, Верхняя Красносельская улица, дом 8, корпус 3",(495) 940-82-19,65,нет,37.6602232041141960,55.7846460046224310,"{type=Point, coordinates=[37.660223204114196, 55.78464600462243]}"
637399336,000081647,ШАФРАН,нет,,ресторан,Центральный,Красносельский,"город Москва, Малая Красносельская улица, дом 14",(499) 264-77-55,70,нет,37.6580044045467370,55.7860822934660520,"{type=Point, coordinates=[37.65800440454674, 55.78608229346605]}"
637399572,000026591,Пури-Хачапури,нет,,ресторан,Южный,Чертаново Центральное,"город Москва, улица Красного Маяка, дом 1, корпус 1",(495) 389-15-11,84,нет,37.6004978534036520,55.6108142072309380,"{type=Point, coordinates=[37.60049785340365, 55.61081420723094]}"
637399786,000024584,Бабай Клаб,да,Бабай Клаб,ресторан,Юго-Западный,Академический,"город Москва, улица Кржижановского, дом 15, корпус 3",(495) 719-09-73,70,нет,37.5719293581064000,55.6797451947951000,"{type=Point, coordinates=[37.5719293581064, 55.6797451947951]}"
637400424,000079517,Прованс,нет,,ресторан,Центральный,Хамовники,"город Москва, 1-й Обыденский переулок, дом 9/12",(495) 695-26-75,40,нет,37.6021499310348520,55.7429495749650390,"{type=Point, coordinates=[37.60214993103485, 55.74294957496504]}"
637400745,000069895,КРИСТИАН,нет,,ресторан,Западный,Дорогомилово,"город Москва, Кутузовский проспект, дом 2/1, корпус 1А",(499) 243-25-67,96,нет,37.5643014588570000,55.7504696207787000,"{type=Point, coordinates=[37.564301458857, 55.7504696207787]}"
637400823,000027025,КЛУБНЫЙ РЕСТОРАН,нет,,ресторан,Западный,Дорогомилово,"город Москва, Кутузовский проспект, дом 2/1, корпус 1А",(495) 221-55-55,12,нет,37.5641335735313580,55.7515729459509970,"{type=Point, coordinates=[37.56413357353136, 55.751572945951]}"
637400852,000026346,PINOCCHIO,нет,,ресторан,Западный,Дорогомилово,"город Москва, Кутузовский проспект, дом 4/2",(495) 545-01-71,100,нет,37.5623375556983000,55.7496059697563000,"{type=Point, coordinates=[37.5623375556983, 55.7496059697563]}"
637401143,000026347,КАКТУС,да,Кактус,ресторан,Западный,Дорогомилово,"город Москва, Кутузовский проспект, дом 41",(499) 249-99-55,32,нет,37.5319149367550440,55.7384941224032810,"{type=Point, coordinates=[37.531914936755044, 55.73849412240328]}"
637401172,000025950,Темпл бар,да,Темпл,ресторан,Центральный,Басманный,"город Москва, Ладожская улица, дом 2/37",(495) 980-73-29,94,нет,37.6795503116199000,55.7711340609647000,"{type=Point, coordinates=[37.6795503116199, 55.7711340609647]}"
637401251,000069917,КАРРИ,нет,,ресторан,Северо-Восточный,Марьина Роща,"город Москва, Лазаревский переулок, дом 4",(495) 689-03-80,70,нет,37.6130193515555580,55.7908336265042310,"{type=Point, coordinates=[37.61301935155556, 55.79083362650423]}"
637401698,000025469,Москафе,нет,,ресторан,Северный,Беговой,"город Москва, Ленинградский проспект, дом 24",(906) 043-93-54,70,нет,37.5736157705816000,55.7825156866215000,"{type=Point, coordinates=[37.5736157705816, 55.7825156866215]}"
637401835,000026124,Золотая Бухара,нет,,ресторан,Северный,Аэропорт,"город Москва, Ленинградский проспект, дом 48",(495) 656-46-13,150,нет,37.5432554555945470,55.7962359739738220,"{type=Point, coordinates=[37.54325545559455, 55.79623597397382]}"
637402046,000081473,Черчилль паб,нет,,ресторан,Северный,Аэропорт,"город Москва, Ленинградский проспект, дом 66",(499) 151-07-22,45,нет,37.5257580470878690,55.8028026080780820,"{type=Point, coordinates=[37.52575804708787, 55.80280260807808]}"
637402048,00143289,Cure,нет,,ресторан,Северный,Аэропорт,"город Москва, Ленинградский проспект, дом 66",(495) 969-32-39,70,нет,37.5254384541652680,55.8028872874896040,"{type=Point, coordinates=[37.52543845416527, 55.802887287489604]}"
637402273,00149256,Subway,да,Subway,ресторан,Северный,Аэропорт,"город Москва, Ленинградский проспект, дом 74, корпус 6",(495) 708-10-85,15,нет,37.5168378559714450,55.8063782128117580,"{type=Point, coordinates=[37.516837855971445, 55.80637821281176]}"
637402604,000026145,У Адама,нет,,ресторан,Северный,Сокол,"город Москва, Ленинградское шоссе, дом 3, строение 1",(499) 158-52-16,84,нет,37.5052465225154000,55.8090812552529000,"{type=Point, coordinates=[37.5052465225154, 55.8090812552529]}"
637407312,00149221,Планета Суши,да,Планета суши,ресторан,Центральный,Замоскворечье,"город Москва, Павелецкая площадь, дом 1",(963) 630-05-35,100,нет,37.6409701349363740,55.7315612443168080,"{type=Point, coordinates=[37.640970134936374, 55.73156124431681]}"
637407573,00139687,Горский,нет,,ресторан,Центральный,Якиманка,"город Москва, Ленинский проспект, дом 11, строение 1",(925) 212-16-00,100,нет,37.6039213447296850,55.7231836757740950,"{type=Point, coordinates=[37.603921344729685, 55.723183675774095]}"
637407602,000026254,ПИВНУШКА,нет,,ресторан,Южный,Донской,"город Москва, Ленинский проспект, дом 28",(495) 952-55-67,80,нет,37.5886104006365900,55.7134931894363990,"{type=Point, coordinates=[37.58861040063659, 55.7134931894364]}"
637407682,000076398,Ресторан «Илья Муромец»,да,Илья Муромец,ресторан,Южный,Донской,"город Москва, Ленинский проспект, дом 37",(495) 649-46-88,96,нет,37.5871463643617790,55.7098934300664080,"{type=Point, coordinates=[37.58714636436178, 55.70989343006641]}"
637407790,000027259,Ресторан «Корчма Тарас Бульба»,да,Корчма Тарас Бульба,ресторан,Южный,Донской,"город Москва, Ленинский проспект, дом 37",(495) 954-64-66,70,нет,37.5871463643617790,55.7098934300664080,"{type=Point, coordinates=[37.58714636436178, 55.70989343006641]}"
637407921,000025780,ПИЦЦА АМОРЭ,нет,,ресторан,Юго-Западный,Гагаринский,"город Москва, Ленинский проспект, дом 43",(499) 135-31-80,46,нет,37.5767251478268000,55.7051099640298000,"{type=Point, coordinates=[37.5767251478268, 55.7051099640298]}"
637407950,000027083,Флорентина сити,нет,,ресторан,Юго-Западный,Гагаринский,"город Москва, Ленинский проспект, дом 57",(495) 641-11-43,80,нет,37.5611043858919000,55.6963262447598000,"{type=Point, coordinates=[37.5611043858919, 55.6963262447598]}"
637407971,000026680,Гудман,да,Гудман,ресторан,Юго-Западный,Гагаринский,"город Москва, Ленинский проспект, дом 57",(495) 253-41-78,80,нет,37.5616725908343000,55.6966479817616000,"{type=Point, coordinates=[37.5616725908343, 55.6966479817616]}"
637408113,00117453,BRawleRS PAB,нет,,ресторан,Юго-Западный,Гагаринский,"город Москва, Ленинский проспект, дом 61/1",(495) 722-86-48,80,нет,37.5584723790094440,55.6948351423636940,"{type=Point, coordinates=[37.558472379009444, 55.694835142363694]}"
637408239,000026592,ИЛЬ ПАТИО,да,Иль Патио,ресторан,Юго-Западный,Гагаринский,"город Москва, Ленинский проспект, дом 68/10",(495) 930-00-07,88,нет,37.5452681994998000,55.6892320753538000,"{type=Point, coordinates=[37.5452681994998, 55.6892320753538]}"
637408268,000024856,Якитория,да,Якитория,ресторан,Юго-Западный,Гагаринский,"город Москва, Ленинский проспект, дом 68/10",(495) 930-45-75,96,нет,37.5469794498514000,55.6898528317923000,"{type=Point, coordinates=[37.5469794498514, 55.6898528317923]}"
637408559,000024612,Южное,нет,,ресторан,Юго-Западный,Ломоносовский,"город Москва, Ленинский проспект, дом 87",(499) 132-40-88,80,нет,37.5342670000000000,55.6785360000000000,"{type=Point, coordinates=[37.534267, 55.678536]}"
637409090,000027084,Ботик Петра,да,Ботик Петра,ресторан,Центральный,Тверской,"город Москва, Лесная улица, дом 45",(499) 973-37-43,70,нет,37.5915920000000130,55.7808917646473500,"{type=Point, coordinates=[37.59159200000001, 55.78089176464735]}"
637409437,000027163,ЛИНДЕРХОФ,нет,,ресторан,Юго-Западный,Гагаринский,"город Москва, Ломоносовский проспект, дом 7, корпус 1",(495) 134-10-51,100,нет,37.5469150768337000,55.6865846294915000,"{type=Point, coordinates=[37.5469150768337, 55.6865846294915]}"
637410155,000024292,Ресторан «River side»,нет,,ресторан,Центральный,Пресненский,"город Москва, Мантулинская улица, дом 10",(495) 782-24-54,61,нет,37.5546452032159000,55.7569191149889000,"{type=Point, coordinates=[37.5546452032159, 55.7569191149889]}"
637410481,000027313,Ресторан «Гогиели»,нет,,ресторан,Центральный,Таганский,"город Москва, Марксистская улица, дом 9",(495) 676-94-54,50,нет,37.6679792629303000,55.7348288911516000,"{type=Point, coordinates=[37.6679792629303, 55.7348288911516]}"
637411538,000026562,Старая усадьба,нет,,ресторан,Восточный,Перово,"город Москва, улица Металлургов, дом 29",(495) 305-79-90,70,нет,37.7918324003206000,55.7595479069926000,"{type=Point, coordinates=[37.7918324003206, 55.7595479069926]}"
637412654,000026026,An Nam,нет,,ресторан,Центральный,Мещанский,"город Москва, проспект Мира, дом 54",(968) 889-18-99,60,нет,37.6357981191697000,55.7836365137369000,"{type=Point, coordinates=[37.6357981191697, 55.7836365137369]}"
